,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Revolving_Bal,Contacts_Count_12_mon,Avg_Utilization_Ratio,Total_Relationship_Count,Months_Inactive_12_mon,Current_customer
4462,71,1.29,1160,4,0.596,4,2,y
6657,46,0.533,0,2,0.0,4,3,n
8294,42,0.448,0,3,0.0,2,3,n
7077,80,0.86,0,2,0.0,4,3,y
7085,67,0.914,0,2,0.0,6,4,y
5216,34,0.214,1744,2,0.155,2,3,n
3811,38,0.407,0,4,0.0,2,3,n
6561,38,0.357,0,2,0.0,3,5,n
5263,44,0.571,0,4,0.0,4,3,n
6059,60,0.622,0,2,0.0,4,2,y
5540,48,0.714,219,4,0.006,5,3,n
9977,51,1.684,0,3,0.0,1,2,n
3437,37,0.423,0,3,0.0,5,3,n
329,36,1.0,2517,3,0.583,4,3,y
9483,78,0.733,0,3,0.0,2,3,n
5415,46,0.278,811,3,0.564,1,3,n
9665,76,1.054,289,2,0.008,3,3,n
5371,40,0.481,2080,4,0.412,5,2,n
9408,65,0.806,0,3,0.0,1,1,n
2850,48,0.6,0,1,0.0,3,2,y
1592,46,0.438,1240,2,0.282,4,1,y
5941,44,0.222,0,4,0.0,4,2,n
4343,45,0.452,0,4,0.0,1,3,n
7245,69,1.029,2473,1,0.736,4,2,y
6,31,0.722,2264,3,0.066,6,1,y
4344,44,0.375,0,3,0.0,3,3,n
3665,34,0.214,0,3,0.0,2,2,n
9230,77,0.833,0,3,0.0,4,2,n
7409,39,0.444,0,2,0.0,6,3,n
7480,79,0.881,623,1,0.109,4,3,y
7987,84,0.556,727,2,0.077,1,2,y
5547,37,0.48,0,3,0.0,3,2,n
5431,77,0.878,999,3,0.609,4,1,y
9703,100,0.786,1834,3,0.067,3,3,y
570,58,0.706,1961,2,0.099,6,6,y
1403,73,0.622,2080,4,0.75,6,1,y
9318,119,0.7,1769,1,0.06,1,1,y
6169,81,0.841,1187,2,0.077,6,3,y
8308,75,0.923,0,2,0.0,2,3,y
7596,74,0.644,729,2,0.424,5,3,y
9965,98,0.922,2205,4,0.064,3,1,y
5797,53,1.038,2040,3,0.059,4,3,y
9156,85,0.977,2517,4,0.091,5,3,n
4946,38,0.267,2517,3,0.444,6,2,n
9479,102,0.759,2076,2,0.215,1,2,y
189,32,0.684,0,3,0.0,6,1,y
390,26,1.0,1162,2,0.183,6,2,y
2365,75,0.562,1218,4,0.276,5,3,y
5435,88,0.956,1972,3,0.385,5,6,y
8552,67,1.094,911,3,0.278,1,2,y
6405,38,0.81,2517,2,0.849,5,3,n
4363,90,0.8,1245,4,0.565,5,2,y
5513,43,0.483,625,4,0.339,3,3,n
3622,59,0.686,1525,2,0.108,6,1,y
9626,97,0.98,1285,3,0.099,3,3,y
1133,48,0.846,2517,2,0.073,4,3,y
7219,69,0.408,834,3,0.294,6,3,y
4122,69,0.533,922,3,0.488,4,3,y
3890,65,0.625,1103,1,0.289,3,3,y
7160,59,0.788,0,3,0.0,3,3,n
3168,35,0.591,0,5,0.0,2,4,n
6310,94,0.679,1677,1,0.901,4,3,y
9643,130,0.688,1176,3,0.16,3,1,y
4888,45,0.8,1095,6,0.096,1,2,n
6356,40,0.333,0,3,0.0,4,3,n
4815,44,0.63,0,2,0.0,6,2,n
1443,29,0.526,0,2,0.0,2,3,n
7727,41,0.577,317,4,0.039,3,3,n
7424,72,0.714,2440,1,0.582,3,6,y
1329,48,0.548,1215,3,0.704,5,1,y
4744,51,1.217,1659,3,0.052,4,3,y
4056,76,0.52,1731,4,0.18,5,2,y
4584,43,0.593,0,2,0.0,2,3,n
8623,59,0.439,0,4,0.0,6,1,n
6551,33,0.571,0,6,0.0,3,3,n
1955,63,0.658,1384,2,0.101,6,3,y
4668,42,0.615,482,4,0.161,6,2,n
9171,125,0.712,1604,1,0.127,2,3,y
4869,45,0.731,2517,4,0.71,3,4,n
4224,38,0.267,0,3,0.0,3,0,n
4443,32,0.103,2432,3,0.999,3,2,n
1840,55,0.774,0,3,0.0,3,4,n
4408,77,0.878,746,3,0.519,3,2,y
9854,61,0.848,0,3,0.0,1,3,n
3690,70,0.556,1459,4,0.046,4,2,y
4124,72,0.674,0,2,0.0,6,1,y
2925,73,0.659,945,4,0.2,5,2,y
9113,105,0.78,1308,1,0.038,2,2,y
5437,43,0.72,901,4,0.043,2,3,n
7666,32,0.455,2332,3,0.943,3,3,n
1687,34,0.478,1668,2,0.575,5,3,y
3820,42,0.4,812,3,0.143,3,3,n
8903,53,0.559,2517,3,0.698,2,3,n
3220,77,0.51,2517,2,0.853,4,6,y
7524,30,0.875,0,1,0.0,2,3,n
5915,49,0.4,642,3,0.446,3,3,n
3472,43,0.433,0,3,0.0,1,3,n
8467,46,0.394,0,2,0.0,2,3,n
8971,90,0.5,1874,1,0.172,2,2,y
9772,116,0.785,1782,1,0.47,1,3,y
10108,66,0.737,476,4,0.027,4,3,n
5635,71,0.972,798,4,0.126,4,3,y
1824,50,1.381,1982,4,0.833,5,2,y
935,14,0.4,0,3,0.0,2,2,n
1255,47,0.679,1479,2,0.224,5,3,y
3935,46,0.438,859,3,0.263,3,5,n
3165,69,0.605,1721,3,0.057,3,2,y
5211,79,0.612,0,2,0.0,3,4,y
8334,38,0.652,561,4,0.134,2,3,n
2386,29,1.417,2517,2,0.83,6,2,y
9633,71,0.69,0,3,0.0,1,0,n
9509,101,0.656,1465,2,0.407,2,1,y
1769,48,1.182,909,4,0.579,3,2,y
9833,67,0.675,0,3,0.0,6,3,n
3418,46,0.278,2517,5,0.231,1,5,n
10001,64,0.684,0,3,0.0,2,1,n
3234,40,0.29,504,4,0.069,2,3,n
5078,48,0.6,2007,4,0.962,5,2,n
3171,29,0.318,0,4,0.0,3,2,n
6508,83,0.844,0,2,0.0,5,2,y
1436,60,0.875,2517,4,0.863,3,3,y
8986,92,0.559,1484,1,0.289,1,1,y
1791,46,1.3,2517,4,0.694,4,3,y
1410,37,0.762,2517,4,0.784,6,1,y
1870,47,0.516,812,4,0.492,3,3,y
9623,62,0.824,0,2,0.0,3,3,n
7544,48,0.371,2517,2,0.568,3,3,n
5535,80,0.778,1512,3,0.689,4,2,y
1126,46,0.643,2320,3,0.391,3,1,y
6845,62,0.512,0,3,0.0,6,2,y
4774,35,0.346,0,2,0.0,2,1,n
9525,103,0.717,2381,2,0.069,2,1,y
6543,31,0.722,0,3,0.0,3,2,n
9151,110,0.692,1805,1,0.094,2,1,y
8210,87,0.611,0,1,0.0,1,1,y
5893,40,0.333,0,3,0.0,5,3,n
9062,95,0.583,0,1,0.0,2,2,y
2271,46,0.533,417,4,0.063,3,3,n
4723,69,1.226,2517,2,0.762,4,2,y
7901,51,0.5,0,2,0.0,1,3,n
9625,63,0.909,0,3,0.0,3,1,n
10024,56,0.697,1723,2,0.05,1,3,n
2105,66,0.692,0,3,0.0,5,1,y
5874,36,0.091,0,3,0.0,3,2,n
2367,40,0.481,1685,3,0.552,6,1,y
130,16,0.778,1985,2,0.83,5,1,y
9226,75,0.667,0,6,0.0,2,3,n
7196,50,1.273,920,2,0.195,2,3,n
6211,35,0.75,0,3,0.0,3,3,n
2040,37,0.423,1720,4,0.284,4,4,y
9560,128,0.73,2517,1,0.212,1,5,y
4972,68,0.889,0,2,0.0,4,3,y
8393,58,1.417,755,3,0.186,2,3,y
4951,45,0.5,0,2,0.0,1,2,n
9356,68,0.7,996,1,0.237,5,1,n
5695,72,0.6,871,3,0.172,6,3,y
1248,44,0.571,810,3,0.536,3,1,y
7384,32,0.778,1720,2,0.847,4,3,n
4527,34,0.214,0,2,0.0,6,3,n
6304,37,0.321,0,3,0.0,3,3,n
3956,40,0.429,2517,3,0.309,3,4,n
8990,50,0.389,1817,6,0.246,2,2,n
6451,85,0.735,1709,3,0.269,5,1,y
8445,34,0.478,1631,2,0.359,6,2,n
3896,85,0.889,1069,1,0.717,6,1,y
7012,93,0.755,726,2,0.505,3,3,y
5249,68,0.889,1255,3,0.041,5,6,y
6761,51,0.457,0,3,0.0,4,2,n
3528,75,0.974,983,4,0.166,6,1,y
7380,35,0.296,725,3,0.257,3,3,n
4358,39,0.56,848,4,0.347,2,3,n
8757,50,0.724,0,3,0.0,4,3,n
1906,38,0.462,1460,3,0.481,4,3,y
8846,85,0.574,1054,3,0.295,2,2,y
2235,56,0.6,1542,1,0.731,3,3,y
3758,71,0.614,0,0,0.0,6,1,y
314,11,0.833,1381,3,0.167,2,3,n
5384,46,0.438,431,5,0.108,5,1,n
4194,51,0.5,1625,3,0.173,4,1,n
3476,66,0.737,1468,3,0.358,4,3,y
9963,57,0.357,0,5,0.0,1,2,n
7978,82,0.745,913,2,0.198,2,2,y
4979,46,0.484,0,3,0.0,4,2,n
8332,40,0.6,0,5,0.0,5,2,n
7336,45,0.452,0,3,0.0,4,1,n
2821,36,0.895,1869,1,0.694,4,2,y
4561,37,0.762,0,3,0.0,2,3,n
6140,41,0.519,0,3,0.0,2,3,n
6732,55,0.719,1494,2,0.062,6,2,y
7317,45,0.5,400,5,0.212,1,3,n
6284,63,0.703,0,3,0.0,5,2,n
9082,106,0.767,0,3,0.0,2,3,y
3332,48,0.714,1531,3,0.793,5,6,n
873,36,0.895,1978,1,0.164,6,3,y
2495,103,0.635,0,2,0.0,6,2,y
2725,31,0.476,2431,3,0.127,5,1,y
6935,59,0.686,0,3,0.0,5,2,n
7868,81,0.884,710,2,0.464,2,3,y
6112,41,0.323,1530,4,0.379,5,3,n
3148,49,0.4,278,4,0.008,3,3,n
9981,116,0.841,998,3,0.102,5,2,y
8464,45,0.731,0,2,0.0,1,5,n
8952,48,0.6,2250,2,0.909,2,2,n
4391,71,0.775,0,3,0.0,4,2,y
9461,50,1.083,0,3,0.0,1,2,n
6382,77,0.833,1182,2,0.585,4,3,y
7857,38,0.462,0,4,0.0,2,2,n
9244,53,0.767,0,3,0.0,2,4,n
9473,80,0.739,1783,3,0.052,2,2,n
4366,54,0.636,0,3,0.0,3,4,n
3484,76,0.52,989,3,0.579,5,1,y
2113,61,0.794,1149,2,0.203,6,1,y
2492,59,1.034,0,2,0.0,3,3,y
5304,61,0.743,0,1,0.0,6,2,y
5046,56,1.154,0,3,0.0,3,3,y
9137,48,0.92,1794,3,0.862,2,2,n
4569,37,0.542,0,2,0.0,1,2,n
6318,62,0.938,2081,1,0.648,5,1,y
1268,32,0.524,2517,3,0.442,1,3,n
7705,47,0.516,986,3,0.309,2,3,n
1466,28,0.4,507,2,0.04,1,3,n
8944,93,0.691,0,1,0.0,2,1,y
5624,35,0.75,1979,0,0.794,3,2,y
448,30,0.875,0,1,0.0,3,2,y
8503,49,0.75,0,3,0.0,2,4,n
7583,90,0.607,1566,1,0.628,4,3,y
2715,45,0.452,2188,1,0.231,5,1,y
7849,37,0.423,0,3,0.0,4,3,n
8224,78,0.95,1861,3,0.103,1,3,y
8075,49,0.485,568,4,0.057,1,4,n
3586,64,0.882,2446,4,0.132,6,2,y
4604,77,0.54,1850,1,0.75,6,2,y
2775,81,0.653,957,3,0.093,6,3,y
6607,82,0.783,0,2,0.0,3,2,y
9339,131,0.638,1450,2,0.319,1,1,y
6849,66,0.784,1019,2,0.43,5,3,y
7711,44,0.467,868,2,0.044,3,3,n
8120,31,0.409,0,3,0.0,2,2,n
963,34,0.7,2439,3,0.534,5,1,y
3770,31,0.476,1129,3,0.1,2,2,n
6375,46,0.769,1761,3,0.834,5,3,n
8235,92,0.804,1523,3,0.522,1,6,y
9770,116,0.681,1553,1,0.435,2,3,y
4748,28,0.273,2517,1,0.243,1,3,n
7870,35,0.522,0,6,0.0,4,3,n
1652,67,0.675,1817,4,0.699,3,3,y
6060,58,0.706,1410,1,0.523,3,1,y
522,14,0.556,1799,3,0.148,3,3,n
2185,21,0.4,0,5,0.0,3,3,n
5964,84,0.714,1003,1,0.697,4,2,y
2679,51,0.889,1539,5,0.288,3,3,y
4236,63,0.853,2095,2,0.071,3,1,y
905,25,0.471,0,1,0.0,3,3,n
7749,81,0.761,907,2,0.489,2,1,y
1110,36,0.636,2055,2,0.648,5,1,y
4489,38,0.357,0,2,0.0,4,1,n
2201,40,0.212,0,3,0.0,2,3,n
6401,73,0.553,1670,3,0.684,3,1,y
4509,66,0.61,2087,4,0.263,4,1,y
7199,59,0.903,1596,2,0.669,5,4,y
8734,85,0.604,2314,3,0.336,1,2,y
3373,71,0.543,1991,4,0.127,5,3,y
9485,78,0.95,2281,3,0.15,6,4,n
8661,51,0.645,460,3,0.119,3,3,n
9231,65,0.548,230,2,0.007,6,4,n
10038,122,0.649,1285,3,0.037,5,1,y
2688,68,0.789,1961,0,0.687,6,2,y
392,29,1.636,1233,3,0.134,5,1,y
77,57,0.966,1801,2,0.256,4,4,y
8905,53,0.395,0,2,0.0,2,1,n
4274,42,0.615,0,4,0.0,3,3,n
9308,121,0.891,1882,2,0.39,2,2,y
9761,97,0.83,1532,3,0.254,2,3,y
8747,92,0.736,1559,2,0.177,2,3,y
8605,98,0.508,814,2,0.024,2,3,y
9898,58,0.758,0,4,0.0,2,5,n
7683,45,0.364,0,3,0.0,2,2,n
2952,71,0.543,2517,3,0.119,6,1,y
8493,80,0.739,0,1,0.0,2,2,y
7812,61,0.694,0,1,0.0,2,1,y
8019,90,0.731,2033,3,0.67,1,2,y
9732,115,0.769,991,1,0.114,1,1,y
1680,32,0.684,0,4,0.0,3,2,y
1999,26,0.238,1428,3,0.99,3,2,n
4308,75,0.974,1557,3,0.772,3,3,y
5846,68,0.511,1316,2,0.286,5,3,y
1025,12,0.091,781,3,0.023,1,1,n
6578,49,0.324,1593,3,0.692,3,3,n
1257,27,0.588,951,2,0.174,5,1,n
2900,76,0.727,2449,1,0.128,3,3,y
9183,71,0.69,0,4,0.0,5,3,n
6979,54,0.929,0,3,0.0,4,2,n
1343,40,0.6,0,3,0.0,3,1,y
7126,41,0.464,0,3,0.0,6,3,n
895,34,0.259,0,1,0.0,6,1,y
3851,35,0.346,1357,6,0.282,2,3,n
4834,60,0.818,2126,3,0.321,6,2,y
7309,80,0.818,0,1,0.0,4,3,y
9610,92,0.736,2087,3,0.656,2,2,y
4782,50,0.562,0,4,0.0,3,1,n
1430,38,0.583,0,2,0.0,2,3,n
7100,99,0.623,0,3,0.0,5,4,y
3568,78,0.5,1321,2,0.064,4,2,y
98,19,0.727,2250,0,0.232,3,2,y
4939,89,0.534,1646,0,0.411,6,3,y
3648,63,0.615,1418,3,0.123,6,1,y
9416,66,0.65,2517,2,0.073,4,3,n
4991,61,0.605,1887,3,0.292,6,1,y
9403,106,0.71,1148,2,0.074,1,1,y
7059,48,0.548,0,2,0.0,5,3,n
4273,38,0.31,134,3,0.017,2,2,n
880,25,0.389,0,3,0.0,3,2,n
8814,53,0.559,0,2,0.0,2,4,n
6000,81,0.688,0,0,0.0,6,1,y
4032,70,0.75,0,0,0.0,6,6,y
10119,53,0.514,2517,3,0.172,4,3,n
6111,36,0.161,0,3,0.0,1,2,n
1589,21,0.4,2517,3,0.736,3,1,n
6282,49,0.75,0,4,0.0,1,3,n
5421,39,0.444,0,3,0.0,3,3,n
160,28,1.0,1024,1,0.359,5,2,y
209,48,0.714,2395,0,0.098,2,3,y
6302,82,0.783,0,3,0.0,4,4,y
7028,46,0.438,1307,3,0.056,2,3,n
8100,70,1.0,1109,2,0.325,2,1,y
1677,48,1.087,2103,3,0.3,5,3,y
2137,28,0.217,2022,2,0.687,4,1,y
3893,46,0.643,0,4,0.0,1,2,n
3988,35,0.4,1126,6,0.033,3,2,n
2051,57,0.629,1075,4,0.342,3,3,y
6822,44,0.467,0,2,0.0,1,2,n
706,32,0.391,1543,1,0.745,5,1,y
7201,81,0.884,1172,2,0.613,6,4,y
5800,41,0.206,2282,3,0.286,1,2,n
4261,63,0.909,685,3,0.08,4,2,y
5190,42,0.312,479,3,0.283,6,3,n
6298,54,0.588,0,4,0.0,5,3,n
5614,42,0.448,461,3,0.21,5,3,n
243,24,0.6,0,2,0.0,1,3,n
4118,30,0.111,0,1,0.0,3,2,n
9756,80,0.905,0,3,0.0,2,3,n
5444,45,0.452,489,2,0.075,5,4,n
2527,67,1.31,2259,2,0.274,6,1,y
6673,46,0.353,0,2,0.0,4,2,n
4027,48,0.455,2517,4,0.073,4,2,n
7047,40,0.29,850,3,0.086,6,2,n
1940,61,0.794,1547,3,0.172,4,2,y
8959,50,0.316,0,2,0.0,1,5,n
9547,99,0.678,1419,1,0.39,1,2,y
9361,112,0.75,1512,2,0.212,2,2,y
2787,71,0.732,1179,2,0.072,6,2,y
9095,111,0.609,1396,3,0.564,2,1,y
5350,47,0.424,1545,2,0.151,4,3,n
7712,67,0.763,1898,1,0.753,4,3,y
6839,60,0.818,813,2,0.488,4,2,n
484,24,0.6,1748,3,0.081,5,1,y
6869,81,0.976,688,3,0.166,4,4,y
8781,74,0.682,1351,1,0.283,2,1,y
1226,26,0.857,2099,4,0.061,5,2,y
9228,53,0.828,0,6,0.0,2,3,n
8088,49,1.042,2517,3,0.795,2,2,n
7221,67,0.718,0,3,0.0,4,4,y
5752,79,0.795,0,2,0.0,3,3,y
4992,32,0.524,1074,3,0.732,3,1,n
891,33,0.737,2047,1,0.223,6,1,y
3809,79,0.837,2000,3,0.678,5,1,y
9992,77,0.833,0,4,0.0,6,3,n
7832,66,0.61,2033,3,0.86,2,3,y
7977,85,0.667,2054,3,0.675,2,2,y
357,34,1.125,2517,2,0.135,3,2,y
9068,54,0.421,0,2,0.0,2,2,n
728,16,0.231,0,3,0.0,3,2,n
4175,81,0.62,1092,1,0.178,3,1,y
8716,55,0.486,0,2,0.0,5,3,n
7175,44,0.517,0,3,0.0,1,3,n
5139,45,0.364,2517,2,0.88,4,3,n
7230,83,0.694,1898,0,0.742,5,4,y
5637,61,0.694,1293,2,0.702,4,2,n
7819,83,0.886,2136,2,0.83,3,1,y
6040,39,0.393,0,3,0.0,3,2,n
402,32,0.684,0,0,0.0,3,3,y
3766,51,0.545,655,3,0.16,3,5,n
2498,47,1.136,0,4,0.0,4,2,y
5066,45,0.406,170,4,0.118,6,3,n
7419,49,0.441,940,4,0.337,3,3,n
7267,45,0.452,0,2,0.0,4,2,n
2951,66,0.571,1822,2,0.144,5,3,y
3940,41,0.577,0,3,0.0,3,0,n
6934,88,0.692,0,3,0.0,6,4,y
978,31,0.107,0,1,0.0,3,3,n
117,25,0.786,1559,4,0.156,4,1,y
1072,33,0.737,2102,4,0.061,3,2,y
9289,97,0.764,776,3,0.113,2,2,y
5215,52,0.486,0,2,0.0,4,3,n
7038,50,0.613,1742,3,0.2,6,3,n
1225,35,0.591,1806,2,0.645,3,2,y
348,38,0.652,2517,3,0.111,5,3,y
779,58,0.526,1843,1,0.621,3,3,y
8763,90,0.552,1222,2,0.28,1,2,y
5091,53,0.472,0,4,0.0,4,1,n
9224,81,0.841,397,1,0.012,6,2,n
3557,60,0.818,1314,3,0.15,4,3,y
4863,45,0.406,0,4,0.0,5,2,n
3516,48,0.714,1138,3,0.488,4,2,y
4747,39,0.5,0,3,0.0,6,3,n
2738,81,0.884,1655,3,0.38,4,1,y
4532,74,0.423,1718,4,0.05,3,1,y
2321,46,0.917,2517,5,0.197,4,1,y
5200,76,0.652,0,3,0.0,4,1,y
2414,18,0.2,0,5,0.0,6,3,n
9268,71,1.152,0,2,0.0,1,2,n
6529,47,0.382,0,3,0.0,6,3,n
4036,47,0.424,0,3,0.0,1,4,n
4866,44,0.419,0,4,0.0,2,3,n
7763,47,0.808,1794,3,0.203,3,3,n
810,29,0.381,861,2,0.084,2,3,n
6500,63,0.5,1797,2,0.745,4,3,y
9853,118,0.686,0,2,0.0,4,1,y
7475,76,0.9,1794,3,0.728,3,1,y
242,21,0.615,0,3,0.0,2,2,n
6675,63,0.537,0,3,0.0,3,2,y
916,34,0.7,2024,2,0.691,5,1,y
8472,44,0.913,0,0,0.0,6,2,n
229,18,0.8,1666,3,0.048,4,3,y
3694,36,0.385,0,3,0.0,2,3,n
5278,38,0.52,1047,2,0.287,4,3,n
727,25,0.562,0,2,0.0,5,3,n
10112,73,0.622,0,4,0.0,2,1,n
469,32,0.6,1138,2,0.517,5,3,y
9943,64,0.882,0,1,0.0,4,3,n
8016,39,0.444,458,2,0.312,2,3,n
2265,20,0.176,2410,4,0.976,5,2,n
8690,82,0.608,1186,3,0.088,2,2,y
442,35,0.944,1390,3,0.202,5,2,y
6465,41,0.464,0,2,0.0,3,2,n
125,24,0.846,0,2,0.0,4,2,y
7421,47,0.424,0,5,0.0,3,3,n
6469,42,0.448,0,3,0.0,6,2,n
3862,61,0.605,2490,4,0.514,5,2,y
8625,86,0.564,2517,2,0.085,2,2,y
6323,39,0.393,0,2,0.0,5,3,n
8804,87,0.45,1580,3,0.17,2,3,y
4521,40,0.429,1760,2,0.427,5,3,n
5887,70,0.707,1555,2,0.335,6,3,y
81,29,0.526,1533,2,0.044,6,2,y
9322,64,0.73,1692,3,0.049,2,2,n
2093,48,0.455,1142,2,0.059,5,2,y
8143,72,0.946,1513,3,0.134,2,2,y
8628,85,0.771,1848,2,0.426,3,2,y
7651,87,0.706,1249,3,0.546,5,3,y
8717,96,0.627,2517,2,0.107,1,1,y
6581,65,0.585,2397,2,0.898,5,6,y
3867,64,0.641,1501,4,0.043,4,2,y
5528,68,0.838,2234,2,0.676,4,2,y
5447,69,0.816,1581,4,0.651,6,3,y
9136,51,0.645,1413,2,0.381,1,2,n
9561,61,0.794,1847,3,0.054,2,3,n
5539,80,0.739,600,1,0.086,4,3,y
9321,69,0.917,0,2,0.0,5,3,n
5500,80,0.739,0,1,0.0,4,2,y
8492,55,0.667,0,6,0.0,5,2,n
869,37,1.176,2517,2,0.34,4,3,y
4760,72,0.714,1146,3,0.605,3,3,y
9946,75,0.786,0,3,0.0,5,2,n
6265,41,0.577,0,3,0.0,2,3,n
5816,84,0.909,1792,3,0.859,5,2,y
3788,44,0.467,0,5,0.0,2,3,n
8770,79,0.491,915,2,0.107,2,3,y
4937,77,0.638,1640,4,0.637,3,1,y
3930,68,0.447,1543,1,0.621,6,4,y
7413,41,0.519,0,2,0.0,4,3,n
3575,38,0.727,0,3,0.0,2,3,n
6571,46,1.0,0,3,0.0,6,3,n
5209,81,0.588,0,4,0.0,4,6,y
7404,87,0.642,1984,3,0.37,3,3,y
6499,65,0.806,2505,2,0.571,4,2,y
942,40,1.0,0,3,0.0,4,3,y
1004,37,0.321,2266,4,0.732,4,1,y
7108,79,0.681,0,2,0.0,6,4,y
1305,49,0.581,0,4,0.0,3,3,y
2064,36,0.5,2047,2,0.38,4,2,y
115,18,1.571,895,2,0.047,6,2,y
1375,64,0.455,1567,4,0.588,4,3,y
7624,56,0.806,0,3,0.0,4,2,n
384,37,1.312,1576,2,0.678,6,3,y
2979,84,0.647,582,5,0.022,4,2,y
3205,70,0.667,2517,2,0.075,3,5,y
426,20,0.667,1299,3,0.093,5,3,n
6708,43,0.433,550,1,0.266,3,3,n
5489,71,0.651,1870,3,0.199,3,3,y
3385,54,0.636,2049,4,0.087,4,1,y
5737,80,0.905,1749,3,0.487,4,2,y
2929,60,0.5,2157,3,0.127,5,2,y
420,20,0.818,0,2,0.0,6,3,n
7672,45,0.607,0,3,0.0,2,3,n
2182,59,0.341,0,5,0.0,4,3,y
768,56,0.75,1688,2,0.054,5,2,y
2794,75,0.471,2512,5,0.688,3,1,y
5673,43,0.593,0,2,0.0,3,1,n
9106,127,0.628,0,1,0.0,2,3,y
7611,66,0.784,1981,2,0.809,3,3,y
953,34,0.889,782,2,0.124,5,3,y
3140,76,0.727,2124,2,0.839,4,3,y
9840,99,0.8,1200,3,0.072,4,3,y
1344,28,0.273,0,2,0.0,5,2,n
8142,79,0.756,0,2,0.0,2,3,y
2575,27,0.8,802,3,0.023,3,2,y
4693,41,0.708,1103,2,0.631,1,3,n
2174,17,0.133,0,3,0.0,3,3,n
3113,63,1.1,1230,2,0.036,5,2,y
9897,65,0.857,0,3,0.0,1,1,n
2432,44,0.294,321,3,0.013,4,2,n
7368,72,0.946,1392,2,0.643,3,2,y
2297,45,0.667,1173,1,0.331,3,1,y
7376,31,0.55,613,2,0.369,4,2,n
4314,68,0.511,1663,3,0.11,3,1,y
8550,40,0.481,595,2,0.357,4,3,n
7027,86,0.72,2200,2,0.525,5,1,y
6454,60,0.875,2517,2,0.86,3,4,n
6546,50,0.562,455,3,0.316,6,3,n
1473,55,0.897,0,2,0.0,3,3,y
9194,39,0.393,0,2,0.0,5,5,n
5283,43,0.433,2517,2,0.618,5,3,n
6717,43,0.387,2517,3,0.596,3,3,n
7084,76,0.949,1453,2,0.042,3,3,y
9837,83,0.729,0,3,0.0,2,2,n
7528,44,0.571,0,2,0.0,3,2,n
7918,71,0.732,2178,3,0.334,2,2,y
5523,43,0.303,0,2,0.0,3,3,n
6807,67,0.595,1117,1,0.426,6,3,y
9204,92,0.673,1002,1,0.034,2,2,y
1695,25,0.25,1671,3,0.202,3,1,y
7132,86,0.72,0,3,0.0,3,3,y
6910,90,0.957,1638,3,0.136,6,2,y
2008,63,0.75,925,3,0.573,6,1,y
3607,57,1.111,868,2,0.168,5,3,y
1439,25,1.273,1815,4,0.662,5,2,y
8084,47,0.424,0,4,0.0,1,3,n
5042,36,0.333,0,3,0.0,1,3,n
1094,44,0.467,2517,4,0.831,4,1,y
9776,40,0.429,751,2,0.022,4,3,n
4222,61,0.649,0,2,0.0,3,3,y
2173,32,0.185,2351,2,0.785,6,3,y
8076,37,0.423,0,4,0.0,2,4,n
4477,72,0.6,940,3,0.052,4,2,y
6844,72,0.532,1694,0,0.96,4,4,y
6464,39,0.56,1651,4,0.279,5,3,n
6049,48,0.778,1926,3,0.283,3,0,n
9846,71,0.732,550,3,0.016,1,3,n
5266,61,0.649,1268,1,0.647,6,3,y
1930,45,0.364,0,2,0.0,5,2,y
662,43,0.344,2517,3,0.712,3,1,y
5986,47,0.621,1474,2,0.891,1,3,n
7971,43,0.303,0,2,0.0,4,2,n
6864,52,0.793,0,3,0.0,5,2,n
5602,40,0.538,0,5,0.0,3,3,n
534,22,0.692,0,3,0.0,1,2,n
4523,42,0.615,2517,3,0.833,4,3,n
8266,80,0.667,822,1,0.462,1,2,y
6772,89,0.854,996,2,0.657,4,3,y
4656,67,0.718,1348,1,0.094,6,3,y
581,18,1.25,0,3,0.0,2,2,n
8795,87,0.642,1974,2,0.483,2,2,y
7656,49,0.4,2203,2,0.497,3,2,n
1118,56,0.931,671,4,0.46,4,1,y
5807,71,0.732,1349,0,0.905,3,2,y
9700,56,0.514,2239,2,0.173,3,3,n
3795,50,0.429,0,2,0.0,2,3,n
8186,40,0.429,0,3,0.0,2,3,n
4537,43,0.303,1243,1,0.763,3,3,n
8524,56,0.647,2507,3,0.175,6,4,n
1830,27,0.286,0,3,0.0,3,6,n
3376,42,0.448,0,2,0.0,2,3,n
1895,30,0.364,1570,2,0.23,4,3,y
4733,45,0.406,596,1,0.274,4,2,n
6750,68,0.789,1127,1,0.498,4,3,y
54,15,0.364,0,3,0.0,1,3,n
1656,58,0.758,1844,3,0.692,4,3,y
5287,44,0.63,1411,1,0.723,5,3,n
6598,50,0.786,2517,1,0.073,5,3,n
1294,26,1.0,396,2,0.053,3,2,n
5015,92,0.84,2034,4,0.751,3,3,y
6213,44,0.63,0,4,0.0,5,2,n
1728,44,0.913,1829,0,0.318,6,3,y
5589,81,0.588,1626,1,0.347,6,3,y
9708,59,0.903,0,3,0.0,2,3,n
10107,79,0.837,1644,4,0.139,2,1,n
10105,66,0.784,743,3,0.147,1,4,n
2091,44,0.571,1974,3,0.131,3,2,y
2828,66,0.65,1686,4,0.049,3,2,y
4567,44,0.571,395,3,0.196,1,4,n
6719,46,0.394,0,3,0.0,4,3,n
4941,43,0.433,0,3,0.0,3,2,n
7985,83,0.694,2100,2,0.725,1,1,y
