,CLIENTNUM,Current_customer,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Current_customer_Num
7111,6975,n,43,1,3,0,1,2,0,36,2,3,3,1438.3,0,1438.3,0.539,1707,38,1.111,0.0,0
7112,1679,y,43,0,3,3,3,4,0,36,6,2,3,2242.0,0,2242.0,0.658,4845,66,0.941,0.0,1
7113,7042,n,37,0,3,3,1,5,0,30,3,3,3,9874.0,0,9874.0,0.491,2446,47,0.567,0.0,0
7114,5682,y,41,0,4,3,2,1,0,30,5,3,3,4432.0,1335,3097.0,0.714,4144,79,0.756,0.301,1
7115,4747,y,45,0,3,6,2,4,0,34,6,4,2,4975.0,1221,3754.0,0.602,4776,68,0.889,0.245,1
7116,4704,y,49,0,3,6,1,4,0,38,6,5,1,2652.0,1581,1071.0,0.738,4747,80,0.778,0.596,1
7117,7882,y,54,0,2,2,2,4,0,36,3,1,2,2043.0,1597,446.0,0.814,3553,61,0.694,0.782,1
7118,8199,n,45,1,4,3,0,4,0,34,4,2,3,3489.0,2517,972.0,0.721,2684,39,0.56,0.721,0
7119,3957,y,52,1,1,6,1,3,0,36,4,2,2,14858.0,1594,13264.0,0.51,4286,72,0.636,0.107,1
7120,7257,y,40,0,4,3,1,1,0,27,5,2,2,2822.0,2182,640.0,0.768,5371,93,0.824,0.773,1
7121,5373,y,54,0,4,0,2,4,0,44,3,3,2,2901.0,2517,384.0,0.608,4731,83,0.804,0.868,1
7122,1453,y,52,0,4,4,1,4,0,36,5,3,3,1594.0,0,1594.0,0.472,4653,65,0.667,0.0,1
7123,3113,y,58,0,0,3,1,4,0,36,3,3,1,2241.0,1670,571.0,0.704,4653,75,0.63,0.745,1
7124,1127,y,51,0,2,2,2,4,0,39,3,4,2,2581.0,1722,859.0,0.765,4431,79,0.717,0.667,1
7125,4887,y,40,1,2,2,1,0,0,33,6,4,1,14713.0,905,13808.0,0.817,4125,82,0.822,0.062,1
7126,8527,n,49,0,3,6,1,4,0,33,6,3,3,2910.0,0,2910.0,0.789,2648,41,0.464,0.0,0
7127,4352,y,39,0,3,3,2,5,0,36,3,3,3,2366.0,1927,439.0,0.631,3659,66,0.833,0.814,1
7128,2146,n,54,0,0,1,2,4,0,36,4,3,2,2708.0,0,2708.0,0.673,2321,45,0.552,0.0,0
7129,9052,y,42,1,3,3,1,3,0,36,5,4,3,1681.0,0,1681.0,0.994,5416,82,0.952,0.0,1
7130,3161,y,40,0,4,6,2,4,0,32,6,1,1,2594.0,2159,435.0,0.792,3872,71,0.511,0.832,1
7131,7861,y,41,0,4,6,2,1,0,31,5,1,2,2128.0,1383,745.0,0.679,3968,81,0.761,0.65,1
7132,6469,y,50,0,1,5,1,4,0,38,3,3,3,1438.3,0,1438.3,0.679,4594,86,0.72,0.0,1
7133,2499,n,47,1,2,1,0,3,0,32,1,3,3,1438.3,0,1438.3,0.454,2388,42,0.5,0.0,0
7134,5415,y,46,1,3,3,1,2,0,36,4,3,1,4696.0,0,4696.0,0.732,4828,62,1.583,0.0,1
7135,3754,n,52,0,3,2,1,4,0,36,5,3,3,2566.0,1079,1487.0,0.554,2340,36,0.5,0.42,0
7136,5185,y,53,0,2,6,1,5,0,36,3,4,3,2592.0,1364,1228.0,0.679,4208,68,0.7,0.526,1
7137,9199,y,56,0,1,6,2,4,0,50,4,4,1,1698.0,0,1698.0,0.847,4371,74,0.897,0.0,1
7138,3345,y,57,0,2,2,1,1,0,47,5,2,2,4682.0,1010,3672.0,0.638,4322,83,0.694,0.216,1
7139,8187,y,56,0,2,5,1,1,0,44,6,1,2,4439.0,1513,2926.0,0.752,4532,95,0.696,0.341,1
7140,5317,y,34,0,1,5,2,4,0,25,6,1,2,2689.0,1618,1071.0,0.587,4237,79,0.681,0.602,1
7141,7333,y,46,1,2,3,1,3,0,30,6,3,1,11670.0,915,10755.0,0.892,4277,89,0.854,0.078,1
7142,472,y,47,0,4,3,2,1,0,36,3,1,1,1596.0,0,1596.0,0.788,5678,81,0.8,0.0,1
7143,128,n,40,0,4,6,1,1,0,30,1,3,4,3356.0,2517,839.0,0.583,2032,39,0.147,0.75,0
7144,4209,y,53,1,0,3,1,2,0,46,4,4,2,1590.0,0,1590.0,0.556,4229,73,1.086,0.0,1
7145,2674,y,55,1,2,2,2,3,0,46,5,5,2,4994.0,0,4994.0,0.717,4802,81,0.761,0.0,1
7146,2510,y,51,0,3,2,1,1,3,44,4,2,3,16406.0,0,16406.0,0.627,4075,75,0.63,0.0,1
7147,3567,y,52,0,2,6,1,4,0,36,6,3,1,2451.0,1733,718.0,0.724,5283,90,0.698,0.707,1
7148,9275,y,40,1,2,5,1,3,0,29,5,2,3,9109.0,1347,7762.0,0.695,3991,84,0.867,0.148,1
7149,7584,y,45,0,1,6,2,4,0,36,3,4,1,2632.0,1480,1152.0,0.588,4787,89,0.679,0.562,1
7150,2256,n,46,0,3,2,1,4,0,34,3,3,1,1438.3,0,1438.3,0.714,2658,43,0.654,0.0,0
7151,6005,y,38,0,3,2,1,4,0,36,5,4,3,1757.0,1352,405.0,0.879,4121,81,0.421,0.769,1
7152,7611,y,46,0,1,6,2,4,0,40,6,4,3,2711.0,1793,918.0,0.681,5084,79,0.717,0.661,1
7153,129,y,47,0,4,3,0,4,0,36,5,4,2,2776.0,1341,1435.0,0.744,4318,68,0.943,0.483,1
7154,8716,y,44,0,2,5,1,1,0,35,3,2,1,1438.3,1091,347.3,0.702,4988,90,0.731,0.759,1
7155,9002,n,36,1,3,2,1,3,0,21,5,3,2,5015.0,1963,3052.0,0.881,2491,43,0.87,0.391,0
7156,5117,y,40,1,4,2,2,2,0,36,3,2,2,8529.0,901,7628.0,0.764,4252,68,0.511,0.106,1
7157,7798,y,49,0,0,2,1,4,0,30,3,2,0,1604.0,1112,492.0,0.618,4253,68,0.744,0.693,1
7158,2973,y,56,0,1,0,1,5,0,36,6,2,2,4263.0,0,4263.0,0.64,4876,70,1.188,0.0,1
7159,9639,y,45,0,1,2,1,4,0,40,5,3,2,2493.0,1655,838.0,0.907,4473,76,0.9,0.664,1
7160,9462,n,38,0,2,3,2,4,0,33,3,3,3,1568.0,0,1568.0,0.611,2812,59,0.788,0.0,0
7161,9447,y,43,0,3,5,2,4,0,38,6,1,2,1521.0,0,1521.0,0.791,4880,79,0.549,0.0,1
7162,7990,y,48,1,2,2,2,1,0,31,6,3,3,3261.0,1730,1531.0,0.682,4242,65,0.667,0.531,1
7163,5074,y,39,0,2,6,2,4,0,25,4,2,1,1781.0,935,846.0,0.868,5093,77,0.974,0.525,1
7164,6812,y,62,0,1,6,2,4,0,55,6,1,1,5284.0,2517,2767.0,0.674,4525,63,0.537,0.476,1
7165,11,n,47,0,3,2,1,5,0,36,3,3,1,5590.0,0,5590.0,0.01,1507,32,0.0,0.0,0
7166,3661,y,57,0,1,3,1,5,0,36,5,2,3,1734.0,980,754.0,0.639,4313,92,0.917,0.565,1
7167,3289,y,48,0,5,6,2,5,0,36,4,2,3,7645.0,931,6714.0,0.894,5016,73,0.622,0.122,1
7168,4697,y,48,0,1,5,3,1,0,39,6,4,2,1438.3,1218,220.3,0.752,4600,76,0.617,0.847,1
7169,2814,y,34,0,1,2,3,4,0,23,4,1,1,2207.0,1527,680.0,0.861,4159,64,1.133,0.692,1
7170,6240,y,46,0,1,0,1,4,0,23,5,2,1,1723.0,1010,713.0,0.704,4112,82,0.864,0.586,1
7171,9236,y,49,0,2,4,1,4,0,44,4,4,2,1644.0,0,1644.0,1.033,4898,82,0.783,0.0,1
7172,437,n,48,0,4,0,1,4,0,37,3,2,3,1745.0,0,1745.0,0.657,2297,44,0.63,0.0,0
7173,1011,y,42,0,3,2,2,1,0,33,6,2,3,3376.0,1661,1715.0,0.618,4629,75,0.923,0.492,1
7174,6770,y,47,1,3,2,1,2,0,29,4,3,3,7298.0,0,7298.0,0.589,4512,72,0.756,0.0,1
7175,7103,n,45,1,3,2,2,3,0,39,1,3,3,8383.0,0,8383.0,0.809,2600,44,0.517,0.0,0
7176,1125,y,41,1,4,3,3,1,0,29,5,4,2,3600.0,746,2854.0,0.824,4184,61,0.694,0.207,1
7177,8046,y,45,0,4,3,2,1,0,29,3,2,1,4595.0,1781,2814.0,0.708,3746,68,0.545,0.388,1
7178,9753,y,57,1,0,5,0,3,0,39,4,4,3,2795.0,1832,963.0,0.839,4679,67,0.861,0.655,1
7179,5923,y,49,0,2,5,2,4,0,39,6,1,3,1768.0,0,1768.0,0.788,4628,90,0.837,0.0,1
7180,9329,y,50,0,2,5,2,4,0,45,4,2,3,1780.0,893,887.0,0.609,4630,73,0.587,0.502,1
7181,8593,y,51,0,3,2,0,4,0,39,5,4,3,2987.0,1764,1223.0,0.686,4339,72,0.6,0.591,1
7182,1970,y,44,0,4,5,2,5,0,24,6,3,2,2717.0,1720,997.0,0.869,4196,71,0.614,0.633,1
7183,242,y,40,0,4,5,1,5,0,36,3,3,1,2887.0,0,2887.0,0.581,3941,82,1.158,0.0,1
7184,9451,y,37,0,2,2,1,4,0,32,6,1,3,1438.3,0,1438.3,0.707,4733,89,0.816,0.0,1
7185,3303,y,46,1,3,6,1,3,0,40,6,1,1,10879.0,860,10019.0,0.974,4629,69,0.725,0.079,1
7186,2184,y,39,0,1,2,2,4,0,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653,1
7187,6089,n,38,0,2,6,1,1,0,28,6,2,2,1628.0,0,1628.0,0.876,2527,41,0.64,0.0,0
7188,5044,y,45,0,3,6,2,4,0,36,3,4,0,1438.3,0,1438.3,0.678,4463,71,0.821,0.0,1
7189,3077,n,37,0,4,4,1,4,0,36,3,3,3,1586.0,0,1586.0,0.497,2109,41,0.414,0.0,0
7190,6905,y,43,0,5,5,1,1,0,36,5,3,2,2311.0,1320,991.0,0.658,3967,71,0.69,0.571,1
7191,6664,y,48,0,3,2,1,4,0,43,5,3,2,2109.0,1205,904.0,0.514,2935,60,0.935,0.571,1
7192,2885,y,51,0,4,5,0,4,0,40,5,4,3,1562.0,1057,505.0,0.807,5019,78,0.696,0.677,1
7193,1716,n,44,0,4,1,3,5,0,33,5,3,6,1438.3,0,1438.3,0.676,2316,48,0.5,0.0,0
7194,9993,y,39,1,4,2,1,3,0,35,6,2,1,2981.0,757,2224.0,0.764,4824,76,0.81,0.254,1
7195,7959,y,47,1,2,0,0,3,0,31,3,1,3,5295.0,723,4572.0,0.793,4412,90,0.579,0.137,1
7196,2825,n,51,0,4,2,2,1,0,37,2,3,2,4708.0,920,3788.0,0.544,2179,50,1.273,0.195,0
7197,3092,y,54,1,2,3,1,2,0,50,3,1,3,2210.0,1002,1208.0,0.938,4798,86,0.654,0.453,1
7198,3951,y,53,0,3,6,1,1,0,45,4,3,1,1972.0,0,1972.0,0.761,5085,73,0.587,0.0,1
7199,9031,y,48,1,4,3,2,2,0,42,5,4,2,2384.0,1596,788.0,0.831,3149,59,0.903,0.669,1
7200,5409,y,35,1,4,0,1,4,0,36,3,3,3,2311.0,1222,1089.0,0.674,4730,89,0.745,0.529,1
7201,5041,y,46,0,4,6,3,1,0,37,6,4,2,1912.0,1172,740.0,0.827,4841,81,0.884,0.613,1
7202,9673,y,49,0,2,6,2,1,0,44,6,1,3,2147.0,1402,745.0,0.612,4240,69,0.683,0.653,1
7203,3040,n,42,0,4,5,1,4,0,23,3,2,3,3214.0,0,3214.0,0.435,2119,44,0.517,0.0,0
7204,3669,y,43,0,4,5,1,4,0,36,5,3,3,3006.0,879,2127.0,0.759,5125,87,0.74,0.292,1
7205,9008,y,52,1,3,6,2,3,0,46,5,1,2,2735.0,1942,793.0,0.582,3724,66,0.692,0.71,1
7206,6149,y,50,1,2,0,1,0,0,36,3,2,3,3390.0,2385,1005.0,0.656,4128,73,0.698,0.704,1
7207,9676,n,54,1,4,3,2,3,3,49,1,3,4,34516.0,214,34302.0,0.0,1201,22,0.0,0.006,0
7208,7804,y,55,0,0,5,3,5,0,39,4,3,3,11249.0,2012,9237.0,0.659,3882,55,0.964,0.179,1
7209,5077,y,52,0,1,2,2,4,0,44,6,3,1,2484.0,1495,989.0,0.922,4084,86,0.536,0.602,1
7210,10025,y,40,0,4,3,2,4,0,36,5,5,3,2932.0,1664,1268.0,0.612,4795,82,0.708,0.568,1
7211,6624,y,60,0,1,6,1,4,0,36,3,4,3,2882.0,2081,801.0,0.644,4933,103,0.661,0.722,1
7212,5374,y,45,0,5,4,3,4,0,36,5,2,3,2658.0,694,1964.0,0.722,4774,92,0.769,0.261,1
7213,6872,y,44,0,2,0,3,5,0,37,4,3,3,5589.0,1336,4253.0,0.944,4262,75,1.027,0.239,1
7214,3010,y,44,0,1,2,2,1,0,36,3,4,2,1484.0,885,599.0,0.951,4819,74,0.805,0.596,1
7215,2671,y,57,0,3,1,2,5,0,36,5,1,1,1678.0,1162,516.0,0.722,4402,87,0.851,0.692,1
7216,1646,n,34,0,2,2,0,5,0,25,2,3,4,12373.0,0,12373.0,0.71,2462,40,0.429,0.0,0
7217,1694,y,52,1,2,6,1,4,0,36,3,3,3,2846.0,1606,1240.0,0.697,5092,86,0.792,0.564,1
7218,1813,n,42,0,3,3,1,1,0,34,6,3,1,1585.0,1381,204.0,0.706,2360,40,0.379,0.871,0
7219,3005,y,42,0,3,6,2,4,0,36,6,3,3,2837.0,834,2003.0,0.427,3892,69,0.408,0.294,1
7220,325,y,51,0,4,1,1,4,0,43,6,1,2,2066.0,1077,989.0,0.715,4678,91,0.655,0.521,1
7221,5828,y,47,1,1,3,1,2,0,36,4,4,3,20789.0,0,20789.0,0.82,4105,67,0.718,0.0,1
7222,5553,y,48,0,1,2,2,4,0,35,5,2,2,1449.0,0,1449.0,0.785,4797,88,0.913,0.0,1
7223,6493,n,39,0,1,5,2,1,0,28,5,3,6,3911.0,0,3911.0,0.897,2867,42,0.556,0.0,0
7224,7919,y,56,0,0,6,1,4,0,45,5,1,1,1737.0,0,1737.0,0.653,4611,73,0.973,0.0,1
7225,8576,y,48,0,3,2,2,4,0,35,3,4,3,1815.0,557,1258.0,0.672,4519,76,0.854,0.307,1
7226,3924,n,46,0,2,4,2,5,0,37,1,3,3,4848.0,2517,2331.0,0.651,2353,53,0.828,0.519,0
7227,9241,y,46,0,5,2,0,4,0,40,3,3,3,1592.0,925,667.0,0.804,4615,90,0.667,0.581,1
7228,4537,y,40,0,4,6,2,4,0,31,5,2,3,1768.0,1242,526.0,0.776,4439,65,0.806,0.702,1
7229,6981,y,44,0,2,2,2,5,0,37,4,3,3,8128.0,2344,5784.0,0.788,4251,80,1.051,0.288,1
7230,9504,y,45,0,0,3,2,5,0,40,5,4,0,2557.0,1898,659.0,0.772,4808,83,0.694,0.742,1
7231,9838,y,44,1,3,2,3,2,0,39,5,4,3,2991.0,642,2349.0,0.76,4646,62,0.55,0.215,1
7232,1115,n,49,1,2,2,3,3,0,38,3,4,3,34516.0,0,34516.0,0.482,1592,35,0.346,0.0,0
7233,3342,y,45,1,2,6,1,3,0,36,5,2,3,19099.0,2517,16582.0,0.628,4837,77,0.75,0.132,1
7234,3227,y,44,0,2,3,2,5,0,37,6,2,1,4559.0,1680,2879.0,0.628,4934,76,0.949,0.369,1
7235,10077,y,58,1,2,3,2,3,0,54,6,3,2,22981.0,1696,21285.0,0.466,4192,66,0.571,0.074,1
7236,1255,y,38,0,1,2,2,1,0,36,4,2,2,2358.0,1965,393.0,0.614,4922,80,0.6,0.833,1
7237,4404,y,48,1,4,2,2,3,0,36,6,4,1,22067.0,685,21382.0,0.605,3577,64,0.882,0.031,1
7238,8166,y,43,0,3,0,2,4,0,30,3,3,2,2023.0,1331,692.0,0.624,5098,79,0.681,0.658,1
7239,3084,y,36,0,1,6,2,5,0,31,6,1,2,2222.0,0,2222.0,0.769,4095,65,0.912,0.0,1
7240,3392,y,59,1,2,2,2,2,0,36,6,3,2,1438.3,788,650.3,0.741,4297,65,0.585,0.548,1
7241,439,n,40,1,3,4,2,3,0,36,4,4,3,8958.0,0,8958.0,0.483,2131,43,0.387,0.0,0
7242,6735,y,36,0,1,5,2,4,0,21,3,2,1,1937.0,733,1204.0,0.826,4547,73,0.973,0.378,1
7243,9441,y,40,1,3,6,2,2,3,35,6,3,2,25219.0,1503,23716.0,0.944,4429,87,0.642,0.06,1
7244,2286,n,36,1,3,6,3,3,0,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0,0
7245,8599,y,60,0,0,2,1,1,0,48,4,2,1,3361.0,2473,888.0,0.895,4589,69,1.029,0.736,1
7246,1566,y,47,1,3,1,0,1,0,36,4,2,3,4786.0,1516,3270.0,0.94,4973,74,0.85,0.317,1
7247,7215,y,37,0,4,2,2,5,0,31,3,3,2,1438.3,0,1438.3,0.919,5001,91,0.625,0.0,1
7248,8666,y,51,0,1,1,2,4,0,40,5,3,2,1438.3,908,530.3,0.615,4653,74,0.897,0.631,1
7249,6133,y,42,0,1,1,2,4,0,35,5,1,3,2725.0,2444,281.0,0.959,4965,85,0.809,0.897,1
7250,10062,y,42,0,4,5,0,5,0,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159,1
7251,5080,y,45,0,5,5,1,5,0,37,3,1,1,2467.0,1446,1021.0,0.73,5024,81,0.62,0.586,1
7252,9410,y,52,0,1,2,1,4,0,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0.0,1
7253,7344,n,57,0,3,2,1,4,0,45,1,4,2,1759.0,186,1573.0,0.756,2705,35,0.522,0.106,0
7254,4912,y,46,1,5,2,1,4,0,35,6,2,2,2206.0,1722,484.0,0.973,4455,67,0.763,0.781,1
7255,290,n,35,0,1,6,1,1,0,26,6,4,4,2045.0,1707,338.0,0.577,2183,39,0.696,0.835,0
7256,8742,y,54,0,2,6,2,4,0,46,3,2,3,4170.0,641,3529.0,0.815,3669,67,0.595,0.154,1
7257,8183,y,47,0,3,0,1,4,0,36,5,4,2,3300.0,2517,783.0,0.94,3784,55,1.115,0.763,1
7258,484,y,26,0,0,3,1,4,0,18,5,3,2,5422.0,682,4740.0,0.892,4460,62,0.676,0.126,1
7259,3741,y,56,0,2,2,1,5,0,36,6,2,3,2015.0,807,1208.0,0.831,5209,76,0.767,0.4,1
7260,1174,y,47,1,2,6,2,2,0,34,3,3,2,2048.0,1599,449.0,0.613,4855,88,0.872,0.781,1
7261,3183,y,37,0,2,6,2,4,0,19,6,5,2,2152.0,1682,470.0,1.051,4126,71,0.972,0.782,1
7262,9871,n,44,0,4,2,3,4,0,39,1,4,2,3017.0,1868,1149.0,0.722,2096,50,0.471,0.619,0
7263,398,y,53,1,3,0,2,0,3,44,4,4,2,34516.0,1073,33443.0,0.558,4485,86,0.755,0.031,1
7264,46,n,33,1,1,2,2,2,0,36,4,3,2,1819.0,725,1094.0,0.737,2254,45,0.406,0.399,0
7265,7806,y,46,0,3,5,1,4,0,29,5,1,1,2228.0,1449,779.0,0.61,4382,83,0.694,0.65,1
7266,187,n,44,0,3,6,1,4,0,36,3,4,6,2279.0,1837,442.0,0.853,2789,52,0.677,0.806,0
7267,9663,n,48,0,4,3,1,1,0,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0.0,0
7268,6892,y,45,1,2,1,1,0,0,38,4,3,3,1686.0,0,1686.0,0.812,4413,77,0.75,0.0,1
7269,5191,y,48,0,5,2,2,5,0,35,5,2,3,1942.0,1488,454.0,0.816,4940,88,0.796,0.766,1
7270,10084,y,53,1,4,3,2,2,0,49,5,1,2,3858.0,0,3858.0,0.67,4472,92,0.614,0.0,1
7271,1685,y,44,1,4,2,0,2,0,32,6,3,2,11651.0,1368,10283.0,0.563,3870,64,0.561,0.117,1
7272,3739,y,43,1,3,5,3,1,0,38,5,4,2,9449.0,1914,7535.0,0.87,4658,93,0.722,0.203,1
7273,2786,n,50,0,0,2,2,4,0,41,2,3,1,3423.0,0,3423.0,0.505,2229,45,0.406,0.0,0
7274,8869,y,47,0,3,6,2,4,0,39,6,2,1,2915.0,2422,493.0,0.576,4037,83,0.766,0.831,1
7275,6257,y,50,0,3,5,1,5,0,38,4,4,1,11486.0,0,11486.0,0.383,4918,79,0.549,0.0,1
7276,732,n,40,0,4,1,1,4,0,21,1,2,1,2984.0,2517,467.0,0.574,2373,53,0.359,0.843,0
7277,1533,n,37,0,3,3,2,4,0,29,3,3,3,1653.0,0,1653.0,0.517,2284,35,0.296,0.0,0
7278,332,y,47,0,3,5,2,4,0,36,5,2,1,2723.0,1588,1135.0,0.852,4307,83,0.844,0.583,1
7279,2419,y,40,0,4,5,1,4,0,31,5,2,3,1438.3,0,1438.3,0.553,4702,84,0.714,0.0,1
7280,3554,n,43,0,1,5,2,4,0,36,1,3,2,1818.0,0,1818.0,0.758,2279,50,0.724,0.0,0
7281,4441,y,56,0,0,0,1,1,0,36,5,2,3,4384.0,929,3455.0,0.678,4792,91,0.75,0.212,1
7282,4609,y,43,0,3,3,3,4,0,36,3,3,2,1824.0,0,1824.0,0.797,4594,86,0.654,0.0,1
7283,9428,y,50,0,2,5,1,4,0,45,4,1,0,5452.0,540,4912.0,0.539,4220,66,0.737,0.099,1
7284,796,n,50,0,1,6,2,5,0,39,6,3,3,9248.0,0,9248.0,0.613,2325,45,0.552,0.0,0
7285,9536,y,55,1,2,3,1,0,0,50,3,2,3,17627.0,1756,15871.0,0.757,4836,74,0.721,0.1,1
7286,3942,y,27,0,1,5,3,4,0,16,3,1,2,1438.3,0,1438.3,0.469,4479,70,0.628,0.0,1
7287,3361,n,44,0,3,0,1,4,0,36,2,3,3,5357.0,2139,3218.0,0.499,1979,48,0.655,0.399,0
7288,5635,y,49,0,4,5,1,5,0,38,4,2,1,2542.0,850,1692.0,0.723,4972,79,0.717,0.334,1
7289,9432,y,51,0,1,4,2,1,0,46,4,1,3,2275.0,1219,1056.0,0.639,4807,72,0.6,0.536,1
7290,2367,n,43,0,4,5,0,4,0,33,6,3,1,1706.0,0,1706.0,0.601,2371,45,0.5,0.0,0
7291,6188,n,54,0,2,3,0,4,0,36,6,3,1,3591.0,2517,1074.0,0.665,2313,43,0.536,0.701,0
7292,3026,y,44,1,3,2,2,1,3,29,5,1,3,19360.0,870,18490.0,0.532,3966,78,0.902,0.045,1
7293,1046,y,56,0,4,6,1,4,0,44,3,3,2,1707.0,0,1707.0,0.683,4846,80,0.569,0.0,1
7294,380,y,53,1,4,6,2,4,0,43,6,3,1,3844.0,2079,1765.0,0.755,4271,56,0.806,0.541,1
7295,9037,y,45,0,3,3,1,1,0,39,6,4,1,2851.0,0,2851.0,0.482,3916,64,0.829,0.0,1
7296,10124,n,49,0,3,3,1,4,0,45,3,2,3,2951.0,2437,514.0,0.765,2519,36,0.565,0.826,0
7297,2795,y,38,0,1,1,1,4,0,28,6,1,1,1438.3,0,1438.3,0.813,4475,74,0.644,0.0,1
7298,2135,n,54,1,1,0,2,0,0,37,6,2,3,9090.0,2517,6573.0,0.661,2239,43,0.72,0.277,0
7299,4049,y,45,1,5,2,1,0,0,26,6,3,2,34516.0,797,33719.0,1.133,3643,59,1.034,0.023,1
7300,7795,n,53,1,2,6,1,3,0,34,4,3,2,1837.0,875,962.0,0.58,2169,43,0.654,0.476,0
7301,1234,y,48,0,4,2,2,5,0,40,3,3,3,2300.0,1906,394.0,0.803,4538,71,0.868,0.829,1
7302,2387,y,36,0,1,5,1,4,0,36,6,1,3,2611.0,537,2074.0,0.848,5121,83,0.804,0.206,1
7303,772,y,40,1,4,6,3,3,0,27,4,3,2,22863.0,927,21936.0,0.569,4071,69,0.725,0.041,1
7304,4914,y,53,0,3,6,1,1,0,46,6,3,1,2192.0,1146,1046.0,0.622,4756,85,0.735,0.523,1
7305,7363,y,40,0,2,3,0,4,0,28,4,6,3,2917.0,1310,1607.0,0.757,4736,79,0.795,0.449,1
7306,3624,y,41,0,3,3,2,1,0,31,3,3,2,1438.3,913,525.3,0.981,4300,68,0.619,0.635,1
7307,8038,n,37,0,3,2,2,4,0,21,4,2,2,1784.0,577,1207.0,0.542,2348,47,0.516,0.323,0
7308,3902,y,43,0,4,2,2,4,0,36,5,4,1,8919.0,2231,6688.0,0.562,3923,73,1.028,0.25,1
7309,2195,y,52,0,2,5,2,4,0,37,4,3,1,2164.0,0,2164.0,0.688,5282,80,0.818,0.0,1
7310,3559,y,48,0,2,6,2,5,0,38,4,4,3,2792.0,1375,1417.0,0.854,4364,62,0.879,0.492,1
7311,5251,y,60,0,0,0,1,4,0,49,5,3,3,1634.0,1155,479.0,0.874,4522,83,0.766,0.707,1
7312,2802,y,39,0,1,0,2,4,0,32,4,2,3,2144.0,1557,587.0,0.775,4571,85,0.848,0.726,1
7313,7448,y,37,1,2,6,2,1,0,26,4,1,2,3664.0,1449,2215.0,0.712,4413,65,0.548,0.395,1
7314,8798,y,40,0,4,5,1,4,0,27,5,3,1,4788.0,1088,3700.0,0.808,4438,78,0.95,0.227,1
7315,8353,y,34,0,3,0,1,4,0,23,3,3,3,2164.0,1176,988.0,0.835,5075,71,0.868,0.543,1
7316,9509,y,48,0,3,5,2,4,0,43,5,4,2,1532.0,1183,349.0,0.617,4359,78,0.857,0.772,1
7317,4820,n,56,0,2,5,2,4,0,36,1,3,5,1883.0,400,1483.0,0.528,1954,45,0.5,0.212,0
7318,3950,y,44,0,3,1,2,1,0,40,4,1,3,3659.0,1356,2303.0,0.715,4861,74,0.762,0.371,1
7319,8235,y,47,0,2,3,1,4,0,37,6,1,1,2946.0,2338,608.0,0.58,4717,70,0.628,0.794,1
7320,4558,y,45,0,3,5,0,4,0,36,5,1,0,2697.0,2216,481.0,0.681,4063,75,0.786,0.822,1
7321,6973,y,47,0,1,2,2,5,0,40,3,1,3,3811.0,1970,1841.0,0.828,3578,76,0.689,0.517,1
7322,8435,y,35,0,2,2,1,1,0,27,5,2,3,1613.0,1085,528.0,0.659,5000,85,0.848,0.673,1
7323,8545,y,42,0,4,0,1,4,0,27,6,2,1,2043.0,0,2043.0,1.019,5198,77,0.711,0.0,1
7324,2048,n,47,1,3,5,1,1,0,29,1,2,4,1684.0,644,1040.0,0.723,2164,36,0.714,0.382,0
7325,4808,y,47,0,5,5,3,5,0,34,4,1,3,3127.0,2094,1033.0,0.709,4518,86,0.83,0.67,1
7326,9903,y,47,1,2,0,1,1,0,43,3,4,1,7106.0,736,6370.0,0.687,5192,75,0.562,0.104,1
7327,8656,y,50,0,2,5,2,1,0,35,4,3,1,2784.0,2458,326.0,0.798,4904,81,0.8,0.883,1
7328,4620,y,51,0,3,3,2,1,0,38,5,3,1,5536.0,0,5536.0,0.695,4281,82,0.822,0.0,1
7329,5542,y,45,0,3,0,1,4,0,35,3,2,2,1717.0,1156,561.0,0.647,4301,64,0.641,0.673,1
7330,1690,n,47,0,3,6,1,4,0,38,3,3,2,1438.3,0,1438.3,0.198,1687,38,0.226,0.0,0
7331,3793,n,42,1,5,3,1,2,0,36,1,2,3,1866.0,0,1866.0,0.798,2833,42,0.355,0.0,0
7332,2382,y,52,1,3,6,2,3,0,36,3,4,1,2516.0,1268,1248.0,0.751,4461,80,0.818,0.504,1
7333,8786,n,45,0,2,0,0,1,0,39,4,3,4,3076.0,0,3076.0,0.734,2580,50,0.429,0.0,0
7334,4763,y,48,1,4,2,2,1,0,36,5,2,3,7514.0,0,7514.0,0.514,4789,69,0.408,0.0,1
7335,3533,y,52,0,2,2,1,1,0,36,6,4,2,2804.0,1782,1022.0,0.698,4357,69,0.605,0.636,1
